ticket,customer_id,complaint_category,complaint_date,severity
TICKET014350,CUST068669,Account Locked,2024-08-28,4
TICKET014351,CUST031830,Delayed Refund,2024-10-08,0
TICKET014352,CUST031273,Incorrect Charges,2025-04-23,7
TICKET014353,CUST050217,KYC Verification Delay,2024-11-25,10
TICKET014354,CUST069311,Account Locked,2025-01-07,0
TICKET014355,CUST079263,Incorrect Charges,2024-08-18,1
TICKET014356,CUST032580,Poor Customer Service,2024-11-25,4
TICKET014357,CUST034963,Poor Customer Service,2024-06-11,8
TICKET014358,CUST036724,Card Not Working,2024-12-27,3
TICKET014359,CUST079643,Delayed Refund,2025-01-02,0
TICKET014360,CUST040863,Unauthorized Transaction,2025-02-20,4
TICKET014361,CUST025288,Poor Customer Service,2024-05-07,1
TICKET014362,CUST070028,Incorrect Charges,2025-03-15,8
TICKET014363,CUST040910,Unauthorized Transaction,2025-02-22,10
TICKET014364,CUST024671,Card Not Working,2025-01-02,4
TICKET014365,CUST088826,Mobile App Issues,2024-10-16,5
TICKET014366,CUST031300,KYC Verification Delay,2024-08-20,6
TICKET014367,CUST059517,Account Locked,2024-06-02,2
TICKET014368,CUST005551,Poor Customer Service,2024-07-30,1
TICKET014369,CUST021954,Loan Application Rejected,2024-09-01,8
TICKET014370,CUST033534,Card Not Working,2024-11-08,3
TICKET014371,CUST098236,Card Not Working,2025-04-08,10
TICKET014372,CUST059184,Account Locked,2025-04-04,0
TICKET014373,CUST017267,Incorrect Charges,2025-02-03,1
TICKET014374,CUST028729,Loan Application Rejected,2025-05-02,4
TICKET014375,CUST008262,ATM Withdrawal Failed,2024-11-08,6
TICKET014376,CUST003869,Loan Application Rejected,2025-03-31,10
TICKET014377,CUST021893,Account Locked,2025-04-21,7
TICKET014378,CUST037993,Account Locked,2025-02-07,1
TICKET014379,CUST026673,Poor Customer Service,2025-02-13,3
TICKET014380,CUST055820,ATM Withdrawal Failed,2024-09-04,3
TICKET014381,CUST076470,Incorrect Charges,2025-02-02,8
TICKET014382,CUST090206,KYC Verification Delay,2024-05-07,0
TICKET014383,CUST091773,Mobile App Issues,2025-04-13,4
TICKET014384,CUST097751,Loan Application Rejected,2024-06-02,5
TICKET014385,CUST080586,Card Not Working,2025-03-21,5
TICKET014386,CUST020877,Loan Application Rejected,2024-11-19,6
TICKET014387,CUST019351,Incorrect Charges,2024-10-06,1
TICKET014388,CUST009197,KYC Verification Delay,2025-01-01,9
TICKET014389,CUST096310,Incorrect Charges,2024-06-23,1
TICKET014390,CUST094494,Delayed Refund,2025-01-26,10
TICKET014391,CUST038982,Poor Customer Service,2024-06-02,10
TICKET014392,CUST015662,KYC Verification Delay,2024-12-07,3
TICKET014393,CUST041999,Unauthorized Transaction,2024-09-19,4
TICKET014394,CUST036077,Loan Application Rejected,2024-08-09,4
TICKET014395,CUST089247,Incorrect Charges,2024-07-18,7
TICKET014396,CUST067999,Loan Application Rejected,2025-02-06,0
TICKET014397,CUST060627,ATM Withdrawal Failed,2024-10-19,6
TICKET014398,CUST099828,Poor Customer Service,2024-07-22,0
TICKET014399,CUST009749,ATM Withdrawal Failed,2024-07-19,2
TICKET014400,CUST098135,KYC Verification Delay,2025-01-16,7
TICKET014401,CUST092714,Card Not Working,2024-09-04,9
TICKET014402,CUST087356,Mobile App Issues,2024-12-28,8
TICKET014403,CUST057742,Poor Customer Service,2024-10-05,7
TICKET014404,CUST093990,ATM Withdrawal Failed,2025-02-13,0
TICKET014405,CUST094874,Delayed Refund,2024-10-29,8
TICKET014406,CUST029543,Loan Application Rejected,2024-08-16,9
TICKET014407,CUST060581,Account Locked,2024-07-21,7
TICKET014408,CUST063064,Card Not Working,2024-09-27,2
TICKET014409,CUST007190,Account Locked,2024-10-04,0
TICKET014410,CUST006111,Delayed Refund,2025-04-23,6
TICKET014411,CUST052806,Card Not Working,2025-03-10,7
TICKET014412,CUST048102,Poor Customer Service,2025-04-22,7
TICKET014413,CUST038021,Unauthorized Transaction,2024-11-18,3
TICKET014414,CUST094269,KYC Verification Delay,2024-11-13,3
TICKET014415,CUST046482,Poor Customer Service,2025-02-15,5
TICKET014416,CUST042858,KYC Verification Delay,2025-04-21,9
TICKET014417,CUST066107,Account Locked,2025-01-04,6
TICKET014418,CUST048927,Delayed Refund,2025-03-03,10
TICKET014419,CUST099210,Card Not Working,2024-10-03,3
TICKET014420,CUST064766,Incorrect Charges,2024-08-16,1
TICKET014421,CUST068290,Card Not Working,2024-09-16,10
TICKET014422,CUST022911,Account Locked,2024-12-20,5
TICKET014423,CUST037468,KYC Verification Delay,2024-05-20,6
TICKET014424,CUST075533,KYC Verification Delay,2024-12-20,6
TICKET014425,CUST037361,KYC Verification Delay,2024-10-14,5
TICKET014426,CUST049863,Poor Customer Service,2025-01-02,2
TICKET014427,CUST017145,Unauthorized Transaction,2025-02-06,2
TICKET014428,CUST025953,KYC Verification Delay,2024-09-23,4
TICKET014429,CUST056972,ATM Withdrawal Failed,2024-05-20,2
TICKET014430,CUST014595,Mobile App Issues,2024-10-05,9
TICKET014431,CUST000696,Incorrect Charges,2024-05-24,10
TICKET014432,CUST071477,Delayed Refund,2025-04-30,3
TICKET014433,CUST015959,Account Locked,2024-11-11,6
TICKET014434,CUST071846,ATM Withdrawal Failed,2025-05-06,3
TICKET014435,CUST026928,Loan Application Rejected,2024-09-25,6
TICKET014436,CUST035465,Poor Customer Service,2025-01-02,1
TICKET014437,CUST098867,KYC Verification Delay,2024-12-29,8
TICKET014438,CUST097090,Mobile App Issues,2024-10-28,0
TICKET014439,CUST074343,Incorrect Charges,2025-01-29,6
TICKET014440,CUST040705,Loan Application Rejected,2024-05-14,2
TICKET014441,CUST005718,Incorrect Charges,2024-07-26,5
TICKET014442,CUST022161,Loan Application Rejected,2024-09-21,1
TICKET014443,CUST002412,Incorrect Charges,2024-06-11,7
TICKET014444,CUST011430,Incorrect Charges,2024-10-12,2
TICKET014445,CUST065900,Loan Application Rejected,2024-10-13,8
TICKET014446,CUST040374,KYC Verification Delay,2024-12-07,6
TICKET014447,CUST098066,Delayed Refund,2025-03-26,4
TICKET014448,CUST058041,Loan Application Rejected,2025-03-18,0
TICKET014449,CUST014878,Mobile App Issues,2024-12-02,0
TICKET014450,CUST084286,ATM Withdrawal Failed,2024-05-17,10
TICKET014451,CUST042443,Account Locked,2025-04-03,2
TICKET014452,CUST082522,Mobile App Issues,2025-01-12,8
TICKET014453,CUST089428,Card Not Working,2024-10-02,7
TICKET014454,CUST060174,ATM Withdrawal Failed,2024-10-25,0
TICKET014455,CUST002112,Loan Application Rejected,2024-11-25,3
TICKET014456,CUST069158,Incorrect Charges,2024-09-18,6
TICKET014457,CUST031710,Mobile App Issues,2025-03-04,5
TICKET014458,CUST084101,Delayed Refund,2025-05-02,9
TICKET014459,CUST041304,Unauthorized Transaction,2024-06-07,9
TICKET014460,CUST079201,Card Not Working,2024-12-14,1
TICKET014461,CUST062393,Poor Customer Service,2024-08-12,9
TICKET014462,CUST066898,Card Not Working,2025-03-25,6
TICKET014463,CUST069611,Incorrect Charges,2025-03-07,7
TICKET014464,CUST044300,Account Locked,2024-12-11,4
TICKET014465,CUST090383,KYC Verification Delay,2024-08-06,1
TICKET014466,CUST051229,ATM Withdrawal Failed,2024-09-27,0
TICKET014467,CUST053959,Incorrect Charges,2024-11-02,3
TICKET014468,CUST079451,Account Locked,2024-06-10,8
TICKET014469,CUST075570,Loan Application Rejected,2024-07-01,3
TICKET014470,CUST036021,Account Locked,2025-03-07,10
TICKET014471,CUST076683,Account Locked,2024-08-06,8
TICKET014472,CUST023643,KYC Verification Delay,2024-07-11,2
TICKET014473,CUST034411,Mobile App Issues,2024-10-11,8
TICKET014474,CUST061746,KYC Verification Delay,2024-10-21,2
TICKET014475,CUST043326,Poor Customer Service,2024-09-16,6
TICKET014476,CUST007404,Mobile App Issues,2024-08-07,6
TICKET014477,CUST062339,Unauthorized Transaction,2025-01-13,9
TICKET014478,CUST058990,Poor Customer Service,2024-05-10,10
TICKET014479,CUST093897,Unauthorized Transaction,2025-01-26,2
TICKET014480,CUST059241,Poor Customer Service,2025-04-09,6
TICKET014481,CUST051505,Delayed Refund,2024-12-14,9
TICKET014482,CUST095904,Card Not Working,2024-09-27,7
TICKET014483,CUST013149,KYC Verification Delay,2025-04-27,4
TICKET014484,CUST020988,Poor Customer Service,2024-12-30,3
TICKET014485,CUST061826,Mobile App Issues,2024-10-05,0
TICKET014486,CUST087634,Account Locked,2025-03-01,7
TICKET014487,CUST094787,Card Not Working,2025-02-13,7
TICKET014488,CUST064643,KYC Verification Delay,2024-07-30,8
TICKET014489,CUST046108,Mobile App Issues,2024-11-30,6
TICKET014490,CUST062822,Loan Application Rejected,2024-05-29,3
TICKET014491,CUST071272,KYC Verification Delay,2025-04-08,3
TICKET014492,CUST027844,Mobile App Issues,2024-12-12,8
TICKET014493,CUST046951,Incorrect Charges,2024-09-16,5
TICKET014494,CUST086270,KYC Verification Delay,2025-04-07,9
TICKET014495,CUST043870,Delayed Refund,2025-03-23,10
TICKET014496,CUST034035,Delayed Refund,2025-02-25,3
TICKET014497,CUST043930,Unauthorized Transaction,2024-06-13,10
TICKET014498,CUST050827,Delayed Refund,2025-02-06,2
TICKET014499,CUST037129,Unauthorized Transaction,2024-12-15,4
TICKET014500,CUST009958,Poor Customer Service,2024-11-26,1
TICKET014501,CUST025461,Card Not Working,2024-06-08,0
TICKET014502,CUST080487,Delayed Refund,2024-06-23,10
TICKET014503,CUST061490,Loan Application Rejected,2024-05-17,8
TICKET014504,CUST076975,ATM Withdrawal Failed,2024-07-19,1
TICKET014505,CUST072606,Unauthorized Transaction,2024-08-27,5
TICKET014506,CUST093699,Account Locked,2024-06-15,3
TICKET014507,CUST097835,ATM Withdrawal Failed,2024-10-18,3
TICKET014508,CUST058571,Incorrect Charges,2025-02-07,0
TICKET014509,CUST047505,Incorrect Charges,2024-12-17,4
TICKET014510,CUST036067,Unauthorized Transaction,2024-07-08,3
TICKET014511,CUST038672,Unauthorized Transaction,2024-05-18,7
TICKET014512,CUST005975,Loan Application Rejected,2024-11-23,3
TICKET014513,CUST044317,Incorrect Charges,2024-06-16,10
TICKET014514,CUST035623,ATM Withdrawal Failed,2024-05-08,7
TICKET014515,CUST007795,Unauthorized Transaction,2025-04-08,0
TICKET014516,CUST042982,Loan Application Rejected,2024-05-26,9
TICKET014517,CUST083943,ATM Withdrawal Failed,2024-12-11,1
TICKET014518,CUST001701,Mobile App Issues,2024-12-16,6
TICKET014519,CUST001318,Incorrect Charges,2024-08-06,1
TICKET014520,CUST030868,Card Not Working,2024-11-23,6
TICKET014521,CUST009565,Unauthorized Transaction,2024-07-26,1
TICKET014522,CUST054048,Unauthorized Transaction,2024-07-19,3
TICKET014523,CUST000312,KYC Verification Delay,2024-08-20,3
TICKET014524,CUST054202,Card Not Working,2024-10-16,6
TICKET014525,CUST000264,Card Not Working,2025-02-01,7
TICKET014526,CUST088921,Incorrect Charges,2024-05-14,3
TICKET014527,CUST035963,Poor Customer Service,2024-11-06,10
TICKET014528,CUST013955,Loan Application Rejected,2024-05-11,5
TICKET014529,CUST050158,Account Locked,2024-07-25,6
TICKET014530,CUST053576,Poor Customer Service,2024-05-21,10
TICKET014531,CUST077330,Account Locked,2024-05-07,0
TICKET014532,CUST012267,Mobile App Issues,2025-03-05,6
TICKET014533,CUST009642,KYC Verification Delay,2025-03-01,7
TICKET014534,CUST068243,Card Not Working,2024-12-28,4
TICKET014535,CUST002176,Unauthorized Transaction,2025-01-04,1
TICKET014536,CUST016682,Unauthorized Transaction,2025-02-10,2
TICKET014537,CUST041208,Unauthorized Transaction,2024-08-06,3
TICKET014538,CUST098529,Delayed Refund,2024-06-27,6
TICKET014539,CUST064356,Loan Application Rejected,2024-07-22,7
TICKET014540,CUST007638,KYC Verification Delay,2024-06-18,7
TICKET014541,CUST029316,Loan Application Rejected,2024-08-21,2
TICKET014542,CUST096324,Mobile App Issues,2024-09-24,1
TICKET014543,CUST019676,Poor Customer Service,2024-11-14,0
TICKET014544,CUST038601,ATM Withdrawal Failed,2024-11-04,1
TICKET014545,CUST084210,Delayed Refund,2024-12-04,0
TICKET014546,CUST086580,Mobile App Issues,2024-11-22,7
TICKET014547,CUST007731,ATM Withdrawal Failed,2024-05-30,1
TICKET014548,CUST025856,Delayed Refund,2024-10-24,0
TICKET014549,CUST017743,Card Not Working,2025-05-04,1
TICKET014550,CUST048384,Incorrect Charges,2024-07-20,10
TICKET014551,CUST008352,Loan Application Rejected,2024-07-13,6
TICKET014552,CUST055318,Account Locked,2024-09-23,3
TICKET014553,CUST074967,Loan Application Rejected,2025-03-31,6
TICKET014554,CUST026513,Card Not Working,2025-01-17,0
TICKET014555,CUST067330,Mobile App Issues,2024-11-11,4
TICKET014556,CUST063196,Mobile App Issues,2025-03-12,7
TICKET014557,CUST036785,Poor Customer Service,2024-06-26,0
TICKET014558,CUST038379,Delayed Refund,2025-03-13,8
TICKET014559,CUST058873,Card Not Working,2024-09-14,3
TICKET014560,CUST060076,Mobile App Issues,2024-08-12,2
TICKET014561,CUST083524,Account Locked,2025-04-18,2
TICKET014562,CUST089621,Unauthorized Transaction,2024-06-18,4
TICKET014563,CUST045578,Loan Application Rejected,2024-09-21,7
TICKET014564,CUST098734,KYC Verification Delay,2024-07-27,6
TICKET014565,CUST024838,KYC Verification Delay,2024-10-21,2
TICKET014566,CUST050199,ATM Withdrawal Failed,2024-11-09,5
TICKET014567,CUST068354,Delayed Refund,2024-07-29,2
TICKET014568,CUST068448,Account Locked,2024-08-17,4
TICKET014569,CUST080461,Delayed Refund,2024-10-05,0
TICKET014570,CUST032801,KYC Verification Delay,2024-08-15,7
TICKET014571,CUST084198,Account Locked,2025-01-18,2
TICKET014572,CUST017297,Mobile App Issues,2024-10-15,0
TICKET014573,CUST087470,Incorrect Charges,2024-09-16,9
TICKET014574,CUST060559,Poor Customer Service,2025-02-23,7
TICKET014575,CUST057340,Mobile App Issues,2025-01-23,8
TICKET014576,CUST060030,Account Locked,2025-01-18,5
TICKET014577,CUST073641,Unauthorized Transaction,2025-01-20,6
TICKET014578,CUST034324,Loan Application Rejected,2025-02-23,2
TICKET014579,CUST076698,Account Locked,2024-06-09,7
TICKET014580,CUST039355,Mobile App Issues,2025-03-14,10
TICKET014581,CUST044413,ATM Withdrawal Failed,2025-04-21,3
TICKET014582,CUST007962,KYC Verification Delay,2025-04-02,6
TICKET014583,CUST051164,KYC Verification Delay,2025-04-05,8
TICKET014584,CUST085464,Loan Application Rejected,2024-09-30,4
TICKET014585,CUST045799,Mobile App Issues,2024-06-06,3
TICKET014586,CUST047382,Loan Application Rejected,2024-09-30,1
TICKET014587,CUST068049,Card Not Working,2025-02-21,1
TICKET014588,CUST092588,Account Locked,2024-10-08,5
TICKET014589,CUST016459,Account Locked,2025-01-04,5
TICKET014590,CUST014154,Unauthorized Transaction,2025-03-23,4
TICKET014591,CUST082589,Poor Customer Service,2025-04-07,7
TICKET014592,CUST004932,Incorrect Charges,2025-01-25,8
TICKET014593,CUST062726,Account Locked,2024-07-07,7
TICKET014594,CUST034014,Delayed Refund,2024-07-04,5
TICKET014595,CUST043387,ATM Withdrawal Failed,2024-11-20,7
TICKET014596,CUST075148,Delayed Refund,2024-07-25,8
TICKET014597,CUST033473,Incorrect Charges,2024-07-10,10
TICKET014598,CUST047200,Card Not Working,2024-11-10,5
TICKET014599,CUST060206,Account Locked,2025-02-16,10
TICKET014600,CUST041935,Mobile App Issues,2024-05-08,5
TICKET014601,CUST028719,Loan Application Rejected,2025-03-23,9
TICKET014602,CUST069973,Card Not Working,2025-01-10,0
TICKET014603,CUST032454,Mobile App Issues,2024-06-27,1
TICKET014604,CUST090163,KYC Verification Delay,2025-04-21,6
TICKET014605,CUST060276,Unauthorized Transaction,2024-07-08,2
TICKET014606,CUST088581,Mobile App Issues,2024-05-26,6
TICKET014607,CUST066267,Poor Customer Service,2024-07-30,5
TICKET014608,CUST018249,KYC Verification Delay,2025-03-16,10
TICKET014609,CUST084301,Poor Customer Service,2025-05-03,1
TICKET014610,CUST058553,Unauthorized Transaction,2024-08-30,1
TICKET014611,CUST065081,Delayed Refund,2024-11-04,5
TICKET014612,CUST040384,Unauthorized Transaction,2024-11-20,9
TICKET014613,CUST073895,Card Not Working,2025-04-23,7
TICKET014614,CUST067130,Unauthorized Transaction,2025-02-08,1
TICKET014615,CUST091733,ATM Withdrawal Failed,2024-11-02,10
TICKET014616,CUST032043,ATM Withdrawal Failed,2024-09-01,1
TICKET014617,CUST012870,Poor Customer Service,2024-11-03,2
TICKET014618,CUST015030,ATM Withdrawal Failed,2024-11-06,8
TICKET014619,CUST091299,Account Locked,2025-03-30,10
TICKET014620,CUST049436,Poor Customer Service,2025-04-11,5
TICKET014621,CUST026744,ATM Withdrawal Failed,2024-09-08,8
TICKET014622,CUST055398,Poor Customer Service,2024-07-17,4
TICKET014623,CUST048679,Incorrect Charges,2024-08-05,2
TICKET014624,CUST089652,Account Locked,2025-04-06,7
TICKET014625,CUST011996,Account Locked,2024-06-29,6
TICKET014626,CUST079458,ATM Withdrawal Failed,2024-06-28,3
TICKET014627,CUST004141,Loan Application Rejected,2024-10-24,1
TICKET014628,CUST099170,Incorrect Charges,2024-05-25,6
TICKET014629,CUST088488,ATM Withdrawal Failed,2025-03-07,0
TICKET014630,CUST090291,Card Not Working,2024-08-17,0
TICKET014631,CUST072881,Incorrect Charges,2024-06-04,1
TICKET014632,CUST066481,Poor Customer Service,2025-02-22,8
TICKET014633,CUST044025,Account Locked,2024-09-16,5
TICKET014634,CUST061484,Delayed Refund,2025-02-25,8
TICKET014635,CUST014633,Delayed Refund,2024-05-28,1
TICKET014636,CUST023926,Card Not Working,2024-07-23,2
TICKET014637,CUST067173,Delayed Refund,2025-03-28,5
TICKET014638,CUST078614,Poor Customer Service,2024-09-06,7
TICKET014639,CUST001317,Loan Application Rejected,2025-04-01,4
TICKET014640,CUST031975,Account Locked,2025-02-01,2
TICKET014641,CUST081604,Poor Customer Service,2025-02-22,10
TICKET014642,CUST061693,Card Not Working,2024-08-01,2
TICKET014643,CUST044161,Delayed Refund,2024-07-18,9
TICKET014644,CUST053569,Unauthorized Transaction,2025-05-04,0
TICKET014645,CUST008844,Account Locked,2025-01-12,0
TICKET014646,CUST093555,Incorrect Charges,2024-05-21,1
TICKET014647,CUST078603,Mobile App Issues,2024-09-09,0
TICKET014648,CUST047328,Card Not Working,2024-10-10,3
TICKET014649,CUST092788,Delayed Refund,2024-11-08,10
TICKET014650,CUST014745,Incorrect Charges,2024-11-20,5
TICKET014651,CUST062906,Poor Customer Service,2025-04-11,8
TICKET014652,CUST021187,KYC Verification Delay,2024-10-16,6
TICKET014653,CUST047874,Poor Customer Service,2025-01-12,8
TICKET014654,CUST044796,Unauthorized Transaction,2024-11-22,4
TICKET014655,CUST065321,KYC Verification Delay,2025-01-22,8
TICKET014656,CUST096717,Unauthorized Transaction,2024-12-08,1
TICKET014657,CUST091451,Delayed Refund,2025-05-03,4
TICKET014658,CUST064239,Unauthorized Transaction,2024-06-28,3
TICKET014659,CUST039770,KYC Verification Delay,2024-10-16,7
TICKET014660,CUST008150,Unauthorized Transaction,2025-01-24,6
TICKET014661,CUST074414,ATM Withdrawal Failed,2024-10-23,2
TICKET014662,CUST026955,ATM Withdrawal Failed,2024-06-12,5
TICKET014663,CUST051632,Poor Customer Service,2025-03-13,3
TICKET014664,CUST067472,Poor Customer Service,2024-06-20,7
TICKET014665,CUST013547,Poor Customer Service,2024-07-11,9
TICKET014666,CUST017333,Unauthorized Transaction,2025-03-05,6
TICKET014667,CUST033703,Mobile App Issues,2025-02-27,3
TICKET014668,CUST081001,Mobile App Issues,2024-10-02,2
TICKET014669,CUST093317,Delayed Refund,2024-12-20,10
TICKET014670,CUST057584,ATM Withdrawal Failed,2025-01-12,1
TICKET014671,CUST049789,Unauthorized Transaction,2025-02-11,5
TICKET014672,CUST044459,Poor Customer Service,2025-02-13,1
TICKET014673,CUST024445,Poor Customer Service,2024-09-13,0
TICKET014674,CUST073624,Unauthorized Transaction,2024-09-29,0
TICKET014675,CUST082252,ATM Withdrawal Failed,2025-03-17,8
TICKET014676,CUST088180,ATM Withdrawal Failed,2024-06-08,2
TICKET014677,CUST087459,KYC Verification Delay,2024-10-01,1
TICKET014678,CUST034691,Unauthorized Transaction,2025-02-07,6
TICKET014679,CUST042138,Poor Customer Service,2025-03-29,1
TICKET014680,CUST082196,KYC Verification Delay,2025-03-07,10
TICKET014681,CUST026494,Unauthorized Transaction,2024-07-31,3
TICKET014682,CUST026198,Delayed Refund,2025-04-13,2
TICKET014683,CUST054064,Unauthorized Transaction,2024-08-01,7
TICKET014684,CUST050038,Incorrect Charges,2024-10-31,1
TICKET014685,CUST062666,Incorrect Charges,2025-01-21,1
TICKET014686,CUST025352,Account Locked,2024-05-30,1
TICKET014687,CUST067696,ATM Withdrawal Failed,2024-12-02,7
TICKET014688,CUST072169,Unauthorized Transaction,2025-02-07,1
